id,titolo_originale,titolo,anno,genere,durata,paese,voto_medio,voto_critica,voto_pubblico,voti_totali,humor,ritmo,impegno,tensione
6698,Break Trough,Specchio per le allodole,1978,Guerra,113,"Germania, Gran Bretagna",6.1,6.0,6,11,0,0,0,0
6700,Dark Mirror,Lo specchio scuro,1946,Thriller,85,USA,7.9,8.11,8,89,0,2,1,3
6702,Saddle the Wind,Lo sperone insanguinato,1957,Western,82,USA,7.1,7.6,7,44,0,2,1,2
6703,The Naked Spur,Lo sperone nudo,1953,Western,91,USA,7.8,8.06,8,98,0,3,1,3
6704,The Band Wagon,Spettacolo di varietà,1953,Musicale,112,USA,8.7,8.6,9,50,2,3,0,1
6707,The Spy with a Cold Nose,La spia dal naso freddo,1966,Commedia,95,Gran Bretagna,6.0,6.0,6,3,2,2,0,1
6709,One Spy Too Many,Una spia di troppo,1966,Spionaggio,102,USA,6.5,5.0,8,3,0,1,0,1
6710,The Spy in Black,La spia in nero,1939,Spionaggio,82,Gran Bretagna,7.6,8.0,7,19,1,2,2,3
6711,Spia spione,Spia spione,1967,Commedia,92,Italia,3.3,3.0,4,4,1,2,0,0
6713,Where the Boys Are,La spiaggia del desiderio,1960,Commedia,98,USA,6.0,6.0,6,4,1,2,1,2
6714,Spiando Marina,Spiando Marina,1992,Drammatico,90,Italia,3.2,3.25,3,34,0,2,0,1
6716,Company Business,Spie contro,1991,Spionaggio,98,USA,5.1,5.33,5,9,1,2,0,2
6720,Le spie uccidono a Beirut,Le spie uccidono a Beirut,1965,Spionaggio,90,Italia,4.5,4.0,5,3,0,0,0,0
6722,Le spie vengono dal semifreddo,Le spie vengono dal semifreddo,1966,Commedia,100,Italia,5.4,5.5,5,33,2,2,0,0
6723,The Deserter,La spina dorsale del diavolo,1970,Western,94,"USA, Jugoslavia",6.4,4.0,9,6,0,0,0,0
6724,Una spina nel cuore,Una spina nel cuore,1986,Sentimentale,89,Italia,5.6,5.6,6,13,0,2,1,2
6725,Gibraltar,Spionaggio a Gibilterra,1963,Spionaggio,90,"Italia, Francia, Spagna",3.5,4.0,3,5,0,2,0,2
6728,A Bullet for Joey,Spionaggio atomico,1955,Poliziesco,85,USA,5.8,5.5,6,3,0,2,0,2
6729,Foreign Intrigue,Spionaggio internazionale,1956,Spionaggio,100,USA,6.4,7.0,6,12,0,2,1,2
6732,Witchboard,Spiritika,1986,Horror,97,USA,5.9,5.67,6,14,0,2,0,2
6735,Spirito Santo e le 5 magnifiche canaglie,Spirito Santo e le 5 magnifiche canaglie,1973,Western,91,Italia,2.8,2.67,3,7,1,2,0,0
6737,Splendor in the Grass,Splendore nell'erba,1961,Mélo,124,USA,8.4,8.58,8,120,0,2,1,2
6738,Spogliamoci così senza pudor...,Spogliamoci così senza pudor...,1976,Commedia,110,Italia,4.2,4.0,4,37,2,2,0,0
6739,Spogliando Valeria,Spogliando Valeria,1989,Thriller,94,Italia,3.5,3.0,4,8,0,0,0,0
6740,Man's Favorite Sport,Lo sport preferito dall'uomo,1964,Commedia,120,USA,7.8,8.39,7,94,4,3,1,1
6741,The Bride Came C.O.D.,Sposa contro assegno,1941,Commedia,92,USA,5.9,6.0,6,9,3,2,0,1
6744,La sposa era bellissima,La sposa era bellissima,1986,Mélo,95,"Italia, Ungheria",3.8,4.0,4,5,0,2,1,0
6745,La mariée était en noir,La sposa in nero,1967,Drammatico,107,Francia,7.8,7.62,8,107,0,2,1,3
6747,If a Man Answers,Una sposa per due,1962,Commedia,96,USA,6.6,7.0,6,16,2,2,1,0
6748,The Perfect Bride,La sposa perfetta,1991,Thriller,94,USA,7.5,6.0,9,3,0,2,0,3
6749,Dream Wife,La sposa sognata,1953,Commedia,100,USA,6.4,6.0,7,13,2,2,0,2
6751,Sposerò Simon Le Bon,Sposerò Simon Le Bon,1986,Commedia,97,Italia,3.8,3.43,4,55,2,2,1,2
6752,Les mariés de l'an II,Gli sposi dell'anno secondo,1971,Commedia,100,Francia,5.3,5.33,5,20,2,3,1,1
6753,The Misfits,Gli spostati,1961,Drammatico,125,USA,7.8,8.17,7,85,0,2,1,2
6756,"Now You See Him, Now You Don't","Spruzza, sparisci e spara",1972,Commedia,88,USA,6.0,6.0,6,11,2,2,0,0
6757,Squadra antifurto,Squadra antifurto,1976,Commedia,103,Italia,5.6,5.0,6,63,1,2,0,1
6758,Squadra antigangsters,Squadra antigangsters,1979,Commedia,99,Italia,4.3,3.6,5,51,1,2,0,1
6759,Squadra antiscippo,Squadra antiscippo,1976,Poliziesco,95,Italia,5.5,5.1,6,55,1,2,0,2
6760,Squadra antitruffa,Squadra antitruffa,1977,Commedia,100,Italia,5.8,5.5,6,53,1,2,0,1
6761,Vigilante Force,Squadra d'assalto antirapina,1976,Drammatico,90,USA,5.6,6.0,5,6,0,2,0,2
6764,Vice Squad,Squadra omicidi,1953,Poliziesco,91,USA,8.3,8.0,9,5,1,2,0,3
6766,633 Squadron,Squadriglia 633,1964,Guerra,95,USA,5.5,4.0,7,7,0,2,0,1
6767,Mosquito Squadron,La squadriglia dei falchi rossi,1968,Guerra,92,Gran Bretagna,6.2,6.0,6,7,0,2,0,2
6769,Lo squadrone bianco,Lo squadrone bianco,1936,Drammatico,86,Italia,5.4,4.67,6,11,0,2,1,2
6771,Jaws 3,Lo squalo 3,1983,Avventura,94,USA,4.0,3.0,5,112,1,3,1,2
6772,Jaws the Revenge,Lo squalo 4 - La vendetta,1987,Avventura,91,USA,3.8,3.67,4,85,0,3,2,3
6773,Jaws,Lo squalo,1975,Thriller,125,USA,8.3,8.47,8,550,1,4,2,4
6775,Bugles in the Afternoon,Squilli al tramonto,1952,Western,85,USA,7.9,8.0,8,9,1,3,0,3
6776,Murder by Phone,Squilli di morte,1982,Thriller,79,USA,5.0,4.0,6,12,1,2,3,3
6777,Stars and Stripes Forever,Squilli di primavera,1952,Musicale,89,USA,6.0,6.0,6,5,1,2,0,1
6778,Stone Cold Dead,Squilli di sangue,1980,Thriller,87,Canada,6.9,6.0,8,6,0,2,0,3
6780,Steelyard Blues,Una squillo per quattro svitati,1972,Commedia,94,USA,5.0,8.0,2,3,1,3,0,2
6781,St.Elmo's Fire,St. Elmo's Fire,1985,Drammatico,108,USA,6.6,6.63,7,31,1,2,1,1
6782,Places in the Heart,Le stagioni del cuore,1985,Drammatico,119,USA,6.5,6.3,7,44,3,3,3,4
6783,Le stagioni del nostro amore,Le stagioni del nostro amore,1965,Drammatico,93,Italia,7.2,7.25,7,20,0,2,2,1
6784,Stalag 17,Stalag 17,1952,Drammatico,120,USA,8.0,7.95,8,97,2,2,2,2
6786,Stalker,Stalker,1979,Fantascienza,177,URSS,8.6,8.6,9,259,0,2,4,3
6787,Stand by Me,Stand by Me - Ricordo di un'estate,1986,Commedia,96,USA,7.8,7.79,8,393,2,3,2,2
6789,Stanno tutti bene,Stanno tutti bene,1990,Drammatico,125,Italia,6.4,6.31,7,97,0,2,2,1
6790,"Stanza 1717, palazzo delle tasse, ufficio imposte","Stanza 1717, palazzo delle tasse, ufficio imposte",1970,Commedia,115,Italia,4.1,3.33,5,24,1,2,0,1
6792,La stanza del vescovo,La stanza del vescovo,1977,Drammatico,92,Italia,7.2,7.5,7,101,3,2,2,3
6793,Star 80,Star 80,1983,Drammatico,102,USA,7.3,7.4,7,31,1,3,1,1
6795,Star Trek: The Motion Picture,Star Trek,1979,Fantascienza,129,USA,6.9,6.89,7,123,1,2,2,3
6796,Star Trek. The Wrath of Khan,Star Trek II. L'ira di Khan,1982,Fantascienza,113,USA,6.2,6.14,6,75,1,3,0,2
6797,Star Trek III. The Search for Spock,Star Trek III. Alla ricerca di Spock,1984,Fantascienza,106,USA,5.5,5.43,6,58,2,2,1,3
6799,Star Trek IV. The Voyage Home,Star Trek IV. Rotta verso la Terra,1986,Fantascienza,119,USA,6.8,6.67,7,75,3,3,2,2
6800,Starflight One,Starflight One,1982,Avventura,114,USA,5.7,4.0,7,4,0,3,0,1
6801,Starman,Starman,1984,Fantascienza,110,USA,7.2,7.25,7,174,1,2,0,2
6803,Stasera a casa di Alice,Stasera a casa di Alice,1990,Commedia,117,Italia,4.9,4.41,5,122,2,2,0,1
6804,Trouble in Mind,Stati di alterazione progressiva,1985,Drammatico,109,USA,6.8,7.25,6,16,0,0,0,0
6808,State of Grace,Stato di grazia,1990,Drammatico,129,USA,7.4,7.86,7,82,0,2,2,3
6809,Stato interessante,Stato interessante,1977,Drammatico,110,Italia,4.1,5.0,3,10,0,2,2,1
6811,Stavisky,Stavisky. Il grande truffatore,1974,Drammatico,115,Francia,6.2,6.44,6,31,1,2,2,3
6812,Staying Alive,Staying Alive,1983,Drammatico,96,USA,4.6,4.17,5,72,1,2,0,1
6813,Stazione Termini,Stazione Termini,1953,Drammatico,93,Italia,5.7,5.83,6,26,0,2,0,1
6814,Flaming Star,Stella di fuoco,1960,Western,101,USA,6.4,6.0,7,23,0,2,0,1
6815,Cahill U. S. Marshal,La stella di latta,1973,Western,103,USA,5.5,5.33,6,46,1,3,1,3
6819,La steppa,La steppa,1962,Drammatico,110,Italia,7.8,8.0,8,4,0,0,0,0
6827,They Died with their Boots on,La storia del generale Custer,1941,Biografico,130,USA,8.0,8.1,8,33,2,4,3,2
6828,The First Texan,La storia del generale Houston,1956,Biografico,82,USA,7.8,8.0,8,5,0,2,0,1
6830,The Glenn Miller Story,La storia di Glenn Miller,1954,Biografico,116,USA,7.2,7.29,7,28,2,2,1,1
6836,The Story of Ruth,La storia di Ruth,1960,Biblico,132,USA,5.4,4.67,6,18,0,2,0,1
6837,The Nun's Story,La storia di una monaca,1959,Drammatico,149,USA,7.6,8.14,7,43,2,3,4,3
6839,Things to Come,Una storia fantastica,1936,Fantasy,92,Gran Bretagna,6.0,6.0,6,3,0,2,2,1
6840,Die Unendliche Geschichte,La storia infinita,1984,Fantasy,101,Germania Ovest,7.3,7.33,7,276,4,3,2,3
6841,Die Unendliche Geschichte II,La storia infinita 2,1989,Fantasy,89,Germania,4.6,4.6,5,41,1,2,1,1
6842,La storia vera della signora delle camelie,La storia vera della signora delle camelie,1981,Drammatico,115,"Italia, Francia",5.8,5.33,6,21,1,2,2,2
6844,Conte de la folie ordinaire,Storie di ordinaria follia,1981,Drammatico,107,"Italia, Francia",6.8,6.69,7,54,3,4,4,4
6846,Stormy Monday,Stormy Monday - Lunedì di tempesta,1988,Noir,95,"Gran Bretagna, USA",5.7,6.0,5,17,2,3,2,3
6847,Stormy Weather,Stormy Weather,1943,Musicale,77,USA,7.8,8.0,8,5,1,3,2,1
6849,La strada,La strada,1954,Drammatico,94,Italia,8.8,8.88,9,228,1,3,2,3
6851,Bloodbrothers,Una strada chiamata domani,1978,Drammatico,111,USA,7.4,8.0,7,15,1,2,2,1
6853,Mystery Street,La strada del mistero,1950,Thriller,93,USA,6.2,6.0,6,11,2,4,3,4
6854,On Our Merry Way,La strada della felicità,1949,Commedia,107,USA,5.6,6.0,5,7,2,2,0,0
6855,They Drive By Night,Strada maestra,1940,Drammatico,95,USA,7.3,7.5,7,27,0,1,1,1
6857,Scarlet Street,La strada scarlatta,1945,Drammatico,98,USA,8.5,8.69,8,99,0,2,3,3
6858,Les routes du sud,Le strade del sud,1978,Drammatico,97,Francia,5.9,5.5,6,7,0,2,3,2
6860,Streets of Fire,Strade di fuoco,1984,Musicale,90,USA,7.0,7.0,7,84,1,4,2,3
6863,"Vampyr, l'etrange aventure de David Gray",Vampyr,1932,Horror,70,"Francia, Germania",8.9,9.36,9,151,0,3,3,4
6867,Strange Invaders,Strange Invaders,1983,Fantascienza,94,USA,5.7,8.0,3,4,0,0,0,0
6869,The Case of the Hillside Stranglers,Gli strangolatori della collina,1989,Thriller,95,USA,5.6,5.0,6,7,0,3,0,2
6870,Strange Bedfellows,Strani compagni di letto,1964,Commedia,100,USA,5.8,5.67,6,12,1,2,0,0
6873,Uno straniero a Paso Bravo,Uno straniero a Paso Bravo,1968,Western,97,Italia,4.0,3.0,5,4,0,2,0,2
6874,Straniero... fatti il segno della croce!,Straniero... fatti il segno della croce!,1968,Western,98,Italia,3.6,3.5,4,16,0,2,0,1
6876,High Plains Drifter,Lo straniero senza nome,1973,Western,102,USA,7.4,7.72,7,175,2,2,3,3
6879,Kismet,Uno straniero tra gli angeli,1955,Musicale,113,USA,7.3,8.0,7,8,1,2,0,1
6880,Chances Are,Uno strano caso,1989,Commedia,107,USA,6.1,6.0,6,57,2,2,0,1
6882,Drôle de drame,Lo strano dramma del dottor Molineaux,1937,Commedia,105,Francia,7.8,8.0,8,9,2,2,0,0
6885,Uno strano tipo,Uno strano tipo,1962,Commedia,90,Italia,5.4,5.2,6,20,1,2,0,0
6886,Lo strano vizio della signora Wardh,Lo strano vizio della signora Wardh,1971,Thriller,98,Italia,6.3,6.2,6,86,0,3,2,3
6889,Hannibal Brooks,La straordinaria fuga dal campo 7A,1968,Avventura,104,Gran Bretagna,5.7,4.0,7,4,2,2,0,2
6890,Neobychajnye priklucenija Mistera Vesta v strane bol'sevikov,Le avventure di Mr. West nel paese dei bolscevichi,1924,Commedia,98,URSS,7.9,8.0,8,9,3,3,1,2
6892,Straziami ma di baci saziami,Straziami ma di baci saziami,1968,Commedia,100,Italia,7.7,7.84,7,124,4,4,2,2
6897,"Elvira, Mistress of the Dark",Una strega chiamata Elvira,1988,Commedia,93,USA,5.9,4.75,7,22,1,2,0,1
6898,Moonstruck,Stregata dalla luna,1987,Commedia,102,USA,6.9,6.93,7,138,3,3,1,1
6900,The Witches of Eastwick,Le streghe di Eastwick,1987,Fantascienza,114,USA,6.2,6.0,6,191,2,3,1,1
6901,Häxan,La stregoneria attraverso i secoli,1922,Drammatico,88,Svezia,7.8,7.75,8,35,2,3,3,2
6902,Vampire's Kiss,Stress da vampiro,1988,Thriller,99,USA,6.6,6.63,7,40,2,3,0,2
6904,Strike Commando,Strike Commando,1986,Guerra,100,Italia,4.8,4.0,6,6,0,0,0,0
6906,Bite the Bullett,Stringi i denti e vai!,1975,Western,131,USA,7.2,7.44,7,70,2,4,2,3
6907,Force of Arms,Stringimi forte tra le tue braccia,1951,Guerra,100,USA,6.0,5.5,6,11,2,3,3,3
6908,Stripes,Stripes - Un plotone di svitati,1981,Commedia,105,USA,5.5,5.14,6,27,2,2,0,0
6909,The Couch Trip,Lo strizzacervelli,1988,Commedia,98,USA,5.6,5.0,6,25,3,3,0,1
6910,Strogoff,Strogoff,1970,Avventura,117,"Italia, Francia, Germania Ovest, Bulgaria",4.1,4.0,4,11,0,2,1,1
6912,Stromboli terra di Dio,Stromboli terra di Dio,1949,Drammatico,105,Italia,7.8,8.09,8,105,1,3,4,3
6915,The Stuff,"Stuff, il gelato che uccide",1985,Horror,93,USA,5.6,5.14,6,39,2,2,0,2
6916,Lipstick,Stupro,1976,Drammatico,90,USA,4.6,4.0,5,28,0,2,0,3
6917,Down and Out in Beverly Hills,Su e giù per Beverly Hills,1986,Commedia,103,USA,5.5,5.75,5,33,2,2,0,1
6919,Up the Down Staircase,Su per la discesa,1967,Drammatico,118,USA,6.6,6.4,7,14,0,2,1,1
6920,Una su tredici,Una su tredici,1969,Commedia,92,"Italia, Francia",5.1,4.67,6,13,1,2,0,1
6921,Royal Wedding,Sua Altezza si sposa,1951,Commedia,90,USA,7.3,7.6,7,16,2,3,0,1
6922,Sua Eccellenza si fermò a mangiare,Sua Eccellenza si fermò a mangiare,1961,Commedia,101,Italia,6.9,6.86,7,88,3,2,0,0
6923,Il successo,Il successo,1963,Commedia,106,Italia,5.4,4.5,6,37,2,2,2,1
6924,The Mummy's Shroud,Il sudario della mummia,1967,Horror,89,Gran Bretagna,5.0,4.67,5,10,0,2,0,2
6925,Zuckerbaby,Sugar Baby,1985,Commedia,86,Germania,7.3,7.0,8,12,0,2,0,2
6926,Sugarland Express,Sugarland Express,1974,Drammatico,110,USA,7.1,7.06,7,144,1,2,2,3
6927,Where the Sidewalk Ends,Sui marciapiedi,1950,Drammatico,95,USA,7.9,7.73,8,52,0,0,0,0
6931,Silver River,Sul fiume d'argento,1948,Avventura,110,USA,6.5,6.5,7,11,0,2,0,1
6932,On Golden Pond,Sul lago dorato,1981,Sentimentale,107,"USA, Gran Bretagna",6.8,6.93,7,83,1,2,0,1
6933,Edge of Eternity,Sull'orlo dell'abisso,1959,Poliziesco,80,USA,6.8,7.0,7,14,0,3,1,3
6936,Finian's Rainbow,Sulle ali dell'arcobaleno,1968,Musicale,117,USA,5.9,6.4,5,14,0,0,0,0
6938,Sunburn,Sunburn - Bruciata dal sole,1979,Thriller,100,USA,6.2,6.0,6,7,1,2,0,2
6941,Il suo nome è Donna Rosa,Il suo nome è Donna Rosa,1969,Musicale,104,Italia,4.0,3.0,5,14,1,2,0,0
6942,The Last Rebel,Il suo nome è Qualcuno,1970,Western,90,USA,3.5,4.0,3,4,0,0,0,0
6944,Suor Letizia - Il più grande amore,Suor Letizia - Il più grande amore,1956,Drammatico,98,Italia,5.9,5.33,6,8,0,2,1,2
6945,Nuns on the Run,Suore in fuga,1990,Commedia,105,Gran Bretagna,6.6,6.67,7,24,3,2,0,2
6946,Super-rapina a Milano,Super-rapina a Milano,1964,Commedia,85,Italia,4.7,5.29,4,20,1,2,0,1
6947,The Foxes of Harrow,La superba creola,1947,Drammatico,110,USA,7.0,8.0,6,6,0,2,2,1
6949,Superfantagenio,Superfantagenio,1986,Commedia,96,Italia,4.4,4.83,4,60,1,2,0,1
6950,Superfantozzi,Superfantozzi,1986,Commedia,94,Italia,5.6,5.42,6,159,3,2,2,0
6952,Supergirl,"Supergirl, la ragazza d'acciaio",1985,Supereroi,108,USA,4.2,3.5,5,25,1,2,0,1
6953,Superman III,Superman III,1983,Supereroi,121,USA,6.3,6.0,7,105,4,3,1,2
6954,Superman II,Superman II,1980,Supereroi,126,"USA, Gran Bretagna",7.1,6.89,7,171,2,2,0,1
6955,Superman IV,Superman IV,1987,Supereroi,85,USA,4.4,4.56,4,77,1,2,0,1
6956,Superplatoon,Superplatoon,1987,Guerra,85,USA,6.0,6.0,6,3,0,2,0,2
6957,La supplente,La supplente,1975,Commedia,95,Italia,3.4,3.33,3,18,0,0,0,0
6961,Surcouf l'eroe dei sette mari,Surcouf l'eroe dei sette mari,1966,Avventura,95,"Italia, Spagna, Francia",3.5,3.0,4,5,1,2,0,1
6963,Bringing Up Baby,Susanna,1938,Commedia,102,USA,8.3,8.64,8,244,3,3,0,1
6964,Bells Are Ringing,Susanna agenzia squillo,1960,Musicale,126,USA,7.5,8.0,7,12,2,2,0,1
6965,Susanna tutta panna,Susanna tutta panna,1957,Commedia,86,Italia,6.0,6.0,6,20,2,2,0,0
6966,Suspect,Suspect. Presunto colpevole,1987,Thriller,121,USA,6.9,7.08,7,106,0,3,1,3
6968,Suspiria,Suspiria,1977,Horror,100,Italia,8.0,8.0,8,460,1,3,2,4
6969,Whispers,Sussurri - Il respiro del terrore,1990,Thriller,96,Canada,5.1,6.0,4,5,0,2,1,2
6972,Un sussurro nel buio,Un sussurro nel buio,1976,Thriller,100,Italia,4.9,3.25,7,14,2,3,2,4
6973,"Suzanne Simonin, la religieuse","Suzanne Simonin, la religiosa",1968,Drammatico,138,Francia,7.5,7.67,7,13,0,0,0,0
6976,Sweet Charity,Sweet Charity - Una ragazza che voleva essere amata,1968,Musicale,102,USA,6.4,5.75,7,24,1,2,0,1
6977,Sweet Dreams,Sweet Dreams,1985,Drammatico,115,USA,6.1,6.0,6,7,0,2,2,2
6978,Sweet Liberty,Sweet Liberty,1986,Commedia,107,USA,7.0,8.0,6,6,3,3,0,1
6980,T'amerò sempre,T'amerò sempre,1943,Drammatico,78,Italia,6.3,6.0,7,16,0,2,2,2
6984,Tabù,Tabù,1931,Drammatico,80,USA,9.0,9.15,9,40,0,3,3,2
6986,Le boucher,Il tagliagole,1969,Drammatico,95,Francia,7.8,8.11,7,86,0,3,1,2
6987,Rough Cut,Taglio di diamanti,1980,Commedia,111,USA,6.1,6.0,6,8,1,3,0,2
6988,"Like Father, Like Son",Tale padre tale figlio,1987,Commedia,99,USA,5.0,4.0,6,17,1,2,0,0
6989,Talk Radio,Talk Radio,1988,Drammatico,110,USA,7.7,7.75,8,86,1,4,4,5
6991,Days of Glory,"Tamara, figlia della steppa",1944,Guerra,86,USA,4.9,5.0,5,15,0,2,0,2
6993,War Drums,Tamburi di guerra,1957,Western,75,USA,5.8,6.0,6,3,0,2,2,2
6994,Distant Drums,Tamburi lontani,1951,Western,101,USA,7.4,7.54,7,65,0,3,1,4
6995,Death Drums Along the River,Tamburi di morte sul grande fiume,1963,Avventura,83,Gran Bretagna,4.4,6.0,3,6,1,2,1,1
7000,Tango & Cash,Tango & Cash,1989,Azione,105,USA,5.6,5.5,6,133,2,3,0,2
7003,So Dear To My Heart,Tanto caro al mio cuore,1949,Commedia,84,USA,6.5,6.0,7,5,1,1,1,0
7004,Taps,Taps - Squilli di rivolta,1981,Drammatico,124,USA,6.7,6.83,7,35,1,2,0,2
7007,Turtle Diary,Tartaruga ti amerò,1985,Avventura,96,USA,7.0,8.0,6,7,3,2,3,2
7009,I tartassati,I tartassati,1959,Commedia,105,"Italia, Francia",7.6,7.5,8,150,4,2,1,0
7010,Tartuff,Tartufo,1925,Commedia,71,Germania,7.6,7.5,8,19,0,0,0,0
7011,Tarzan in Manhattan,Tarzan a Manhattan,1989,Avventura,100,USA,3.3,4.0,3,3,1,2,0,1
7012,Tarzan's Hidden Jungle,Tarzan e la giungla proibita,1955,Avventura,74,USA,6.0,6.0,6,4,1,2,0,1
7013,Tarzan's Fight for Life,Tarzan e lo stregone,1958,Avventura,86,USA,5.6,6.0,5,10,1,2,0,2
7014,Tarzan Goes to India,Tarzan in India,1963,Avventura,87,USA,6.2,6.0,6,6,1,2,0,2
7016,Tarzan - The Ape Man,Tarzan l'uomo scimmia,1981,Avventura,112,USA,3.7,3.0,4,22,0,2,0,1
7017,"Tarzan, the Ape Man",Tarzan l'uomo scimmia,1959,Avventura,82,USA,3.0,4.0,2,3,1,2,0,1
7018,Tarzan and the Valley of Gold,Tarzan nella valle dell'oro,1966,Avventura,100,"USA, Svizzera",4.5,6.0,3,3,0,2,0,2
7020,Un tassinaro a New York,Un tassinaro a New York,1987,Commedia,100,Italia,4.2,4.0,4,46,1,2,0,0
7022,La tavola dei poveri,La tavola dei poveri,1932,Commedia,70,Italia,6.5,6.0,7,6,0,0,0,0
7023,Battle Taxi,Taxi da battaglia,1954,Guerra,82,USA,4.2,4.0,4,6,0,2,0,1
7025,Taxi Driver,Taxi Driver,1976,Drammatico,110,USA,9.1,9.29,9,794,0,2,3,3
7026,Tea and Sympaty,Té e simpatia,1956,Drammatico,122,USA,7.1,7.5,7,29,0,2,1,2
7027,The Sheltering Sky,Il tè nel deserto,1990,Drammatico,138,Gran Bretagna,6.3,5.93,7,120,1,3,4,3
7028,Tea for Two,Tè per due,1950,Musicale,97,USA,7.3,7.5,7,15,2,2,0,0
7029,Teachers,Teachers,1984,Drammatico,110,USA,6.1,6.0,6,11,1,2,1,2
7030,The Cobweb,La tela del ragno,1955,Drammatico,124,USA,6.9,7.25,7,12,0,3,3,2
7031,Telefon,Telefon,1977,Spionaggio,110,USA,6.9,7.2,7,61,0,3,1,3
7032,Phone Call from a Stranger,Telefonata a tre mogli,1952,Drammatico,96,USA,6.3,5.75,7,12,0,2,2,1
7033,Telefoni bianchi,Telefoni bianchi,1976,Commedia,120,Italia,6.3,6.0,7,45,1,2,2,2
7034,The Gypsy Moths,I temerari,1969,Avventura,98,USA,7.1,7.38,7,43,1,3,1,3
7036,The Raiders,I temerari del West,1963,Western,75,USA,4.0,4.0,4,6,1,3,2,2
7037,The Great Waldo Pepper,Il temerario,1975,Avventura,107,USA,7.4,7.73,7,47,1,3,1,2
7038,The Lusty Men,Il temerario,1952,Drammatico,113,USA,8.2,8.17,8,36,1,3,1,2
7040,Tempi duri per i vampiri,Tempi duri per i vampiri,1959,Commedia,90,Italia,5.5,5.13,6,21,3,2,0,1
7041,The Best of Times,Tempi migliori,1987,Commedia,99,USA,5.9,6.5,5,14,3,3,2,2
7042,Modern Times,Tempi moderni,1936,Commedia,83,USA,9.4,9.74,9,420,4,4,4,1
7043,Firewalker,Il tempio di fuoco,1986,Avventura,109,USA,4.6,4.8,4,27,1,2,0,1
7045,Summertime,Tempo d'estate,1955,Sentimentale,99,"Gran Bretagna, USA",6.6,6.67,6,43,2,3,1,1
7048,Truck Turner,"È tempo di uccidere, detective Treck",1974,Poliziesco,90,USA,6.3,6.67,6,8,0,2,0,2
7049,Tempo di villeggiatura,Tempo di villeggiatura,1956,Commedia,100,Italia,5.6,5.5,6,19,1,2,0,0
7050,Tempo massimo,Tempo massimo,1934,Commedia,79,Italia,5.7,5.2,6,14,2,2,0,0
7051,The Big Clock,Il tempo si è fermato,1948,Poliziesco,95,USA,7.8,7.9,8,36,2,4,3,4
7052,Il tempo si è fermato,Il tempo si è fermato,1959,Drammatico,81,Italia,7.3,7.38,7,56,2,3,4,3
7054,Rosy la bourrasque,Temporale Rosy,1979,Commedia,118,"Italia, Francia, Germania",7.0,6.75,7,9,3,3,2,2
7055,Krasnaya palatka,La tenda rossa,1970,Drammatico,143,"Italia, URSS",6.6,6.57,7,51,1,2,3,3
7057,Il tenente dei carabinieri,Il tenente dei carabinieri,1986,Commedia,110,Italia,5.0,4.71,5,57,2,2,0,1
7061,The Tender,Teneramente in tre,1991,Drammatico,95,USA,5.7,6.0,5,11,0,2,1,2
7062,Le solitaire,Tenero e violento,1987,Poliziesco,100,Francia,6.3,6.0,7,3,0,3,0,2
7063,Le tentazioni del dottor Antonio,Le tentazioni del dottor Antonio,1962,Grottesco,53,Italia,7.7,7.86,8,41,0,0,0,0
7065,Teodora imperatrice di Bisanzio,Teodora imperatrice di Bisanzio,1954,Drammatico,87,"Italia, Francia",5.9,5.5,6,26,0,2,2,2
7066,Tepepa,Tepepa,1968,Western,136,Italia,6.9,7.0,7,55,1,2,1,2
7068,Tequila Sunrise,Tequila Connection,1989,Poliziesco,116,USA,4.9,4.56,5,48,3,4,3,3
7069,Letting Go,Terapia di gruppo,1985,Commedia,90,USA,8.0,6.0,10,3,2,2,0,0
7070,Beyond Therapy,Terapia di gruppo,1986,Commedia,93,USA,6.0,6.13,6,27,3,3,3,1
7071,Teresa,Teresa,1987,Commedia,98,Italia,2.8,2.67,3,34,1,2,0,0
7072,Teresa la ladra,Teresa la ladra,1973,Commedia,125,Italia,5.9,5.71,6,31,2,2,0,0
7073,Teresa Venerdì,Teresa Venerdì,1941,Commedia,94,Italia,7.2,7.36,7,51,3,2,2,1
7074,The Terminator,Terminator,1984,Fantascienza,107,USA,8.2,8.19,8,575,1,4,2,4
7075,Terminator 2 - Judgement Day,Terminator 2 - Il giorno del giudizio,1991,Fantascienza,140,USA,7.8,7.57,8,469,2,3,1,3
7077,The Land That Time Forgot,La terra dimenticata dal tempo,1975,Avventura,90,Gran Bretagna,5.6,5.0,6,26,1,4,3,3
7078,Far Country,Terra lontana,1954,Western,90,USA,7.5,8.17,7,89,1,3,2,3
7079,Billy the Kid,Terra selvaggia,1941,Western,95,USA,7.8,8.0,8,15,0,2,2,3
7080,Il terribile ispettore,Il terribile ispettore,1969,Commedia,95,Italia,4.5,4.0,5,23,1,2,0,0
7081,Murders in the Rue Morgue,I terrificanti delitti degli assassini della via Morgue,1971,Horror,86,USA,5.6,5.67,5,12,0,2,0,2
7082,Terror on Track Nine,Terrore al binario 9,1992,Poliziesco,100,USA,7.0,6.0,8,4,0,2,0,2
7084,Blind Terror,Terrore cieco,1971,Thriller,85,Gran Bretagna,6.7,6.5,7,38,2,4,2,4
7085,"Sorry, Wrong Number",Il terrore corre sul filo,1948,Thriller,89,USA,7.8,8.14,7,69,0,3,1,4
